#Bola branca, 7 actions - random iluminacao e campo, voltando para o gol - com 9 campos, 500 mil de memoria, fisheye random, input 84x84, exponencial e-greedy
368 530 -0.162641509434 -7.5 0.88 3680000 412 528 0 106054
369 480 -0.339583333333 -33.15 0.88 3690000 362 480 0 105972
370 522 -0.232107279693 -38.33 0.88 3700000 393 520 1 105891
371 532 -0.172593984962 -10.23 0.88 3710000 412 531 0 105812
372 496 -0.262782258065 -32.11 0.88 3720000 384 494 1 105733
373 556 -0.109496402878 -4.52 0.88 3730000 434 556 0 105656
374 555 -0.0920900900901 -4.77 0.88 3740000 441 555 0 105580
375 521 -0.213704414587 -6.42 0.88 3750000 394 521 0 105504
376 514 -0.236089494163 -13.61 0.88 3760000 383 513 0 105430
377 485 -0.333463917526 -36.88 0.88 3770000 358 483 1 105357
378 496 -0.264818548387 -34.49 0.88 3780000 386 495 1 105284
379 531 -0.205461393597 -7.46 0.88 3790000 398 531 0 105213
380 519 -0.248439306358 -6.4 0.88 3800000 376 519 0 105143
381 571 -0.10472854641 -4.8 0.88 3810000 434 571 0 105073
382 511 -0.220861056751 -6.4 0.88 3820000 398 511 0 105005
383 530 -0.204396226415 -10.62 0.91 3830000 397 530 0 104937
384 502 -0.247410358566 -4.68 0.88 3840000 389 502 0 104870
385 485 -0.311134020619 -38.87 0.88 3850000 376 481 1 104805
386 524 -0.194064885496 -27.54 0.88 3860000 398 523 1 104740
387 514 -0.277256809339 -7.55 0.91 3870000 367 513 0 104676
388 499 -0.280781563126 -14.37 0.88 3880000 371 498 0 104613
389 496 -0.277096774194 -6.09 0.88 3890000 372 496 0 104550
390 492 -0.28174796748 -13.12 0.88 3900000 374 492 0 104489
391 476 -0.337163865546 -37.07 0.88 3910000 373 475 1 104428
392 525 -0.147676190476 -8.72 0.91 3920000 425 526 0 104369
393 467 -0.389421841542 -31.89 0.88 3930000 348 465 1 104310
394 517 -0.228839458414 -7.1 0.91 3940000 389 516 0 104251
395 559 -0.0882647584973 -3.71 0.88 3950000 443 559 0 104194
396 526 -0.15855513308 -6.9 0.88 3960000 421 526 0 104137
397 500 -0.2595 -37.73 0.91 3970000 387 499 1 104082
398 498 -0.298554216867 -37.8 0.88 3980000 371 497 1 104026
399 528 -0.186041666667 -6.81 0.88 3990000 406 529 0 103972
400 538 -0.16124535316 -35.01 0.88 4000000 426 537 1 103918
401 564 -0.107287234043 -10.87 0.91 4010000 429 564 0 103866
402 436 -0.508463302752 -37.4 0.88 4020000 331 434 2 103813
403 449 -0.48429844098 -36.39 0.91 4030000 339 448 1 103762
404 488 -0.28618852459 -10.32 0.88 4040000 367 488 0 103711
